 0.00000, 0.00050, 0.00000, 0.00200, 0.33700, 0.00000, 0.00000, 0.00700, 0.30150, 0.00050, 0.00000,-0.00500, 0.03550
 0.40000, 0.00000, 0.00000, 0.00650, 0.33200, 0.00000, 0.00000, 0.00350, 0.23400, 0.00000, 0.00000, 0.00300, 0.09800
 0.80000, 0.00000, 0.00000, 0.01350, 0.29700, 0.00000, 0.00000, 0.00150, 0.16300, 0.00000, 0.00000, 0.01200, 0.13400
 1.20000, 0.00000, 0.00000, 0.02150, 0.23850, 0.00000, 0.00000, 0.00050, 0.10300, 0.00000, 0.00000, 0.02100, 0.13550
 1.60000, 0.00000, 0.00900, 0.03150, 0.16850, 0.00000, 0.00000, 0.00000, 0.06850, 0.00000, 0.00900, 0.03150, 0.10000
 2.00000, 0.00000, 0.03600, 0.03950, 0.10550, 0.00000, 0.00100, 0.00000, 0.06700, 0.00000, 0.03500, 0.03950, 0.03850
 2.40000, 0.00000, 0.08250, 0.04450, 0.05550, 0.00000, 0.00250, 0.00000, 0.10200, 0.00000, 0.08000, 0.04450,-0.04650
 2.80000, 0.00000, 0.14650, 0.04450, 0.02100, 0.00000, 0.00500, 0.00000, 0.16700, 0.00000, 0.14150, 0.04450,-0.14600
 3.20000, 0.00000, 0.22600, 0.03900, 0.00300, 0.00000, 0.00800, 0.00000, 0.25250, 0.00000, 0.21800, 0.03900,-0.24950
 3.60000, 0.00000, 0.30750, 0.02950, 0.00000, 0.00000, 0.01050, 0.00000, 0.34100, 0.00000, 0.29700, 0.02950,-0.34100
 4.00000, 0.00000, 0.37250, 0.02000, 0.00000, 0.00000, 0.01200, 0.00000, 0.41450, 0.00000, 0.36050, 0.02000,-0.41450
 4.40000, 0.00000, 0.40750, 0.01150, 0.00000, 0.00000, 0.01200, 0.00000, 0.45850, 0.00000, 0.39550, 0.01150,-0.45850
 4.80000, 0.00000, 0.40600, 0.00450, 0.00000, 0.00000, 0.01000, 0.00000, 0.46350, 0.00000, 0.39600, 0.00450,-0.46350
 5.20000, 0.00000, 0.36950, 0.00000, 0.00000, 0.00000, 0.00700, 0.01100, 0.42900, 0.00000, 0.36250,-0.01100,-0.42900
 5.60000, 0.00000, 0.30500, 0.00800, 0.00000, 0.00000, 0.00450, 0.04450, 0.36250, 0.00000, 0.30050,-0.03650,-0.36250
 6.00000, 0.00000, 0.22550, 0.02650, 0.00000, 0.00000, 0.00200, 0.10300, 0.27650, 0.00000, 0.22350,-0.07650,-0.27650
 6.40000, 0.00000, 0.14600, 0.05600, 0.00000, 0.00000, 0.00050, 0.18800, 0.18700, 0.00000, 0.14550,-0.13200,-0.18700
 6.80000, 0.00000, 0.08350, 0.09800, 0.00000, 0.00000, 0.00000, 0.30000, 0.11150, 0.00000, 0.08350,-0.20200,-0.11150
 7.20000, 0.00000, 0.03800, 0.15200, 0.00000, 0.00000, 0.00000, 0.42300, 0.05650, 0.00000, 0.03800,-0.27100,-0.05650
 7.60000, 0.00000, 0.01150, 0.20850, 0.00000, 0.00000, 0.00000, 0.53350, 0.02100, 0.00000, 0.01150,-0.32500,-0.02100
 8.00000, 0.00000, 0.00000, 0.25850, 0.00000, 0.00000, 0.00000, 0.61200, 0.00350, 0.00000, 0.00000,-0.35350,-0.00350
