0.000000 0.000500
0.040000 0.000000
0.080000 0.000500
0.120000 0.005000
0.160000 0.012000
0.200000 0.022000
0.240000 0.032500
0.280000 0.042000
0.320000 0.046500
0.360000 0.044000
0.400000 0.034500
0.440000 0.024500
0.480000 0.014500
0.520000 0.005500
0.560000 0.000000
0.600000 -0.003000
0.640000 -0.007000
0.680000 -0.010500
0.720000 -0.014500
0.760000 -0.019000
0.800000 -0.018500
0.840000 -0.014000
0.880000 -0.006000
0.920000 0.005500
0.960000 0.019500
1.000000 0.033500
1.040000 0.044500
1.080000 0.053000
1.120000 0.054500
1.160000 0.048000
1.200000 0.038000
1.240000 0.027500
1.280000 0.015500
1.320000 0.006000
1.360000 0.001500
1.400000 0.000000
1.440000 0.000000
1.480000 0.000000
1.520000 -0.000500
1.560000 -0.001000
1.600000 -0.001000
1.640000 0.000000
1.680000 0.003000
1.720000 0.007000
1.760000 0.011000
1.800000 0.015000
1.840000 0.017500
1.880000 0.017000
1.920000 0.013500
1.960000 0.009500
2.000000 0.005000
2.040000 0.001500
2.080000 -0.000500
2.120000 -0.000500
2.160000 0.000000
2.200000 0.001000
2.240000 0.002500
2.280000 0.004500
2.320000 0.005500
2.360000 0.006000
2.400000 0.005000
2.440000 0.002000
2.480000 -0.002500
2.520000 -0.006500
2.560000 -0.010000
2.600000 -0.012000
2.640000 -0.012000
2.680000 -0.008500
2.720000 -0.001500
2.760000 0.005500
2.800000 0.012500
2.840000 0.017500
2.880000 0.018500
2.920000 0.015500
2.960000 0.011000
3.000000 0.006500
3.040000 0.002500
3.080000 0.000000
3.120000 0.000000
3.160000 0.000000
3.200000 0.001500
3.240000 0.006500
3.280000 0.012500
3.320000 0.018500
3.360000 0.023000
3.400000 0.024000
3.440000 0.021000
3.480000 0.015500
3.520000 0.009000
3.560000 0.004000
3.600000 0.000500
3.640000 0.000000
3.680000 0.000000
3.720000 0.000000
3.760000 0.000000
3.800000 0.000000
3.840000 0.000000
3.880000 0.000000
3.920000 0.000000
3.960000 0.000000
4.000000 0.000000
4.040000 0.000000
4.080000 0.000000
4.120000 0.000000
4.160000 0.000000
4.200000 0.000000
4.240000 0.000000
4.280000 0.000000
4.320000 0.000000
4.360000 0.000000
4.400000 0.000000
4.440000 0.000000
4.480000 0.000000
4.520000 0.000000
4.560000 0.000000
4.600000 0.000000
4.640000 0.000000
4.680000 0.000000
4.720000 0.000000
4.760000 0.000000
4.800000 0.000000
4.840000 0.000000
4.880000 0.000000
4.920000 0.000000
4.960000 0.000000
5.000000 0.000000
5.040000 0.000000
5.080000 0.000000
5.120000 0.000000
5.160000 0.000000
5.200000 -0.000500
5.240000 -0.002500
5.280000 -0.005500
5.320000 -0.009500
5.360000 -0.013500
5.400000 -0.017500
5.440000 -0.019000
5.480000 -0.018500
5.520000 -0.015500
5.560000 -0.011500
5.600000 -0.007500
5.640000 -0.004000
5.680000 -0.001500
5.720000 0.000000
5.760000 0.000000
5.800000 0.000000
5.840000 0.000000
5.880000 0.000000
5.920000 0.000000
5.960000 0.000000
6.000000 0.000000
6.040000 0.000000
6.080000 0.000000
6.120000 -0.000500
6.160000 -0.001500
6.200000 -0.003500
6.240000 -0.006000
6.280000 -0.009000
6.320000 -0.012000
6.360000 -0.014000
6.400000 -0.014500
6.440000 -0.014000
6.480000 -0.012000
6.520000 -0.009500
6.560000 -0.007000
6.600000 -0.005000
6.640000 -0.003500
6.680000 -0.003500
6.720000 -0.003500
6.760000 -0.004000
6.800000 -0.005000
6.840000 -0.004500
6.880000 -0.003500
6.920000 -0.002500
6.960000 -0.001500
7.000000 -0.001500
7.040000 -0.004000
7.080000 -0.008500
7.120000 -0.015000
7.160000 -0.023000
7.200000 -0.032000
7.240000 -0.039500
7.280000 -0.044000
7.320000 -0.044000
7.360000 -0.040000
7.400000 -0.032500
7.440000 -0.022500
7.480000 -0.014000
7.520000 -0.007000
7.560000 -0.002000
7.600000 0.000000
7.640000 0.000000
7.680000 0.000000
7.720000 0.000000
7.760000 0.000000
7.800000 0.000000
7.840000 0.000000
7.880000 0.000000
7.920000 0.000000
7.960000 0.000000
8.000000 0.000000
